RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,31-01-96,29-02-96,31-03-96,30-04-96,31-05-96,30-06-96,31-07-96,31-08-96,30-09-96,31-10-96,30-11-96,31-12-96,31-01-97,28-02-97,31-03-97,30-04-97,31-05-97,30-06-97,31-07-97,31-08-97,30-09-97,31-10-97,30-11-97,31-12-97,31-01-98,28-02-98,31-03-98,30-04-98,31-05-98,30-06-98,31-07-98,31-08-98,30-09-98,31-10-98,30-11-98,31-12-98,31-01-99,28-02-99,31-03-99,30-04-99,31-05-99,30-06-99,31-07-99,31-08-99,30-09-99,31-10-99,30-11-99,31-12-99,31-01-00,29-02-00,31-03-00,30-04-00,31-05-00,30-06-00,31-07-00,31-08-00,30-09-00,31-10-00,30-11-00,31-12-00,31-01-01,28-02-01,31-03-01,30-04-01,31-05-01,30-06-01,31-07-01,31-08-01,30-09-01,31-10-01,30-11-01,31-12-01,31-01-02,28-02-02,31-03-02,30-04-02,31-05-02,30-06-02,31-07-02,31-08-02,30-09-02,31-10-02,30-11-02,31-12-02,31-01-03,28-02-03,31-03-03,30-04-03,31-05-03,30-06-03,31-07-03,31-08-03,30-09-03,31-10-03,30-11-03,31-12-03,31-01-04,29-02-04,31-03-04,30-04-04,31-05-04,30-06-04,31-07-04,31-08-04,30-09-04,31-10-04,30-11-04,31-12-04,31-01-05,28-02-05,31-03-05,30-04-05,31-05-05,30-06-05,31-07-05,31-08-05,30-09-05,31-10-05,30-11-05,31-12-05,31-01-06,28-02-06,31-03-06,30-04-06,31-05-06,30-06-06,31-07-06,31-08-06,30-09-06,31-10-06,30-11-06,31-12-06,31-01-07,28-02-07,31-03-07,30-04-07,31-05-07,30-06-07,31-07-07,31-08-07,30-09-07,31-10-07,30-11-07,31-12-07,31-01-08,29-02-08,31-03-08,30-04-08,31-05-08,30-06-08,31-07-08,31-08-08,30-09-08,31-10-08,30-11-08,31-12-08,31-01-09,28-02-09,31-03-09,30-04-09,31-05-09,30-06-09,31-07-09,31-08-09,30-09-09,31-10-09,30-11-09,31-12-09,31-01-10,28-02-10,31-03-10,30-04-10,31-05-10,30-06-10,31-07-10,31-08-10,30-09-10,31-10-10,30-11-10,31-12-10,31-01-11,28-02-11,31-03-11,30-04-11,31-05-11,30-06-11,31-07-11,31-08-11,30-09-11,31-10-11,30-11-11,31-12-11,31-01-12,29-02-12,31-03-12,30-04-12,31-05-12,30-06-12,31-07-12,31-08-12,30-09-12,31-10-12,30-11-12,31-12-12,31-01-13,28-02-13,31-03-13,30-04-13,31-05-13,30-06-13,31-07-13,31-08-13,30-09-13,31-10-13,30-11-13,31-12-13,31-01-14,28-02-14,31-03-14,30-04-14,31-05-14,30-06-14,31-07-14,31-08-14,30-09-14,31-10-14,30-11-14,31-12-14,31-01-15,28-02-15,31-03-15,30-04-15,31-05-15,30-06-15,31-07-15,31-08-15,30-09-15,31-10-15,30-11-15,31-12-15,31-01-16,29-02-16,31-03-16,30-04-16,31-05-16,30-06-16,31-07-16,31-08-16,30-09-16,31-10-16,30-11-16,31-12-16,31-01-17,28-02-17,31-03-17,30-04-17,31-05-17,30-06-17,31-07-17,31-08-17,30-09-17,31-10-17,30-11-17,31-12-17,31-01-18,28-02-18,31-03-18,30-04-18,31-05-18,30-06-18,31-07-18,31-08-18,30-09-18,31-10-18,30-11-18,31-12-18,31-01-19,28-02-19,31-03-19,30-04-19,31-05-19,30-06-19,31-07-19,31-08-19,30-09-19,31-10-19,30-11-19,31-12-19,31-01-20,29-02-20,31-03-20,30-04-20,31-05-20,30-06-20,31-07-20,31-08-20,30-09-20,31-10-20,30-11-20,31-12-20,31-01-21,28-02-21,31-03-21,30-04-21,31-05-21,30-06-21,31-07-21,31-08-21,30-09-21,31-10-21,30-11-21,31-12-21,31-01-22,28-02-22,31-03-22,30-04-22,31-05-22,30-06-22
97850,2076,94804,Zip,CA,CA,Richmond,San Francisco-Oakland-Hayward,Contra Costa County,183992.0343,178934.9969,177687.123,175233.9138,176664.9931,172640.5624,187849.0068,185353.9295,185141.5021,189065.8403,180859.6821,179945.5012,174161.2064,162075.0582,164807.2329,161807.1503,162683.0335,163204.9917,168816.2075,176978.2247,175197.9466,179136.8585,178022.2254,179881.8023,178685.152,174441.2709,178604.132,183156.1486,188121.3804,193945.7616,196743.5706,197353.8533,202136.2479,206885.7571,196585.0696,196342.0205,211136.2791,207736.427,207131.528,211366.8855,201598.452,204628.7228,204140.5863,204141.277,202705.6745,203177.7458,208435.6266,208518.5914,211461.3097,213843.2646,208116.015,207459.5646,209731.7738,209339.3504,217289.4824,222065.9431,230396.1087,228046.3623,230660.8166,233119.1386,238974.3516,237026.3431,240708.7748,243579.3329,247937.1357,253037.9243,253327.7355,252106.1166,261582.3238,263350.8081,264325.2245,264829.4451,271805.0722,275296.351,278558.0899,282071.7154,287283.2726,288835.7632,292801.7552,293617.7172,297847.7198,300490.908,303262.7231,306267.4106,308910.1945,304107.1951,311549.8893,314426.4056,313499.2062,319517.9503,322497.0047,334270.0604,338597.6209,346301.2915,343712.5494,348282.0304,357073.5948,367197.1375,372081.3807,380977.8481,382529.0159,376497.7125,380499.6502,381610.3003,395106.7939,389217.5105,392479.0519,400273.9403,403005.1941,406686.9916,416275.4316,424325.7188,426160.1374,437797.6224,439436.3486,439345.7741,441897.41,451991.4131,449578.7097,451091.8248,451108.463,453402.3749,452657.4767,448158.7207,450307.8424,453304.7792,444823.5597,440145.271,444131.0975,436052.6802,423865.033,422438.3163,419946.3886,425564.3863,427584.5841,425446.5856,412806.3694,409627.1673,425041.1291,419564.3854,424139.7765,416650.1663,411034.3366,395404.2043,391979.0709,375008.5662,378937.9177,361844.6138,353681.0307,353952.797,334936.5345,330210.2816,306316.1006,291649.3117,285109.1944,272858.0501,251152.2294,247743.9289,233978.1675,227845.1098,227162.5594,228676.108,231566.7435,235878.2013,241068.1032,239657.6344,240534.5445,252613.2515,246614.3087,244140.4169,243796.1562,256303.7524,250725.2374,248378.2704,253069.8296,248154.3899,239088.1613,237389.4915,223410.2727,229658.7605,220519.4786,217064.0582,218901.3279,220800.0075,216102.8671,207632.2209,196979.9656,196864.1193,194078.9325,193709.1967,202215.6675,196869.6153,194935.8561,199404.0228,207060.2705,208444.0514,215037.7527,210544.9817,218639.3589,220733.9925,207228.6452,216210.2369,216238.6341,222762.8517,222293.3799,226613.6715,242843.0571,250853.783,266023.0334,277890.7258,276958.2947,295863.2936,292547.2867,302230.0889,323911.4006,326226.893,338647.0492,356566.8591,356589.0432,350506.7058,354056.0654,354964.7175,353541.5487,351091.4524,354762.6478,357630.9465,357390.9956,360300.6335,354199.5645,360658.9258,367734.6465,373415.5369,379877.4825,381472.889,384024.2611,390947.6613,405714.0089,408499.7257,418458.9777,424800.4572,453008.4315,446740.167,449656.2959,456306.6015,457344.7,466495.3819,448418.7598,456670.0714,462502.9382,470300.4537,474240.5621,482065.1587,508503.728,515723.8312,524699.1773,535645.1054,545237.2007,542185.4926,539795.373,532431.7761,537468.5289,542848.8316,541539.1091,553598.5317,561018.4435,584715.5618,592595.7019,598384.6741,599860.1387,605934.6282,582456.0438,602347.3569,617422.9299,634103.3469,622699.0333,631472.8723,630516.264,632809.9988,635985.7898,634210.0951,637795.8841,642809.4743,619075.7249,612027.8142,604003.4933,626070.7101,622351.4408,628379.137,623524.7269,632803.5927,642858.3384,652484.0991,638681.1982,646325.0046,676140.7716,703708.2788,715444.9846,722509.6318,713792.4982,744469.0588,733981.7641,770540.2494,782158.1648,795308.7208,797543.1155,835856.2142,844680.4475,818241.0828,778620.4935,781253.9867,787725.5655,786995.5174,812339.0242,817895.7591,865358.151,869453.853,851362.3185,815151.4639
